run,job_id,account,network,dataset,batch_size,granularity,base,meta,meta_stepsize,alpha0,gamma,augment,beta_clip,hier,lam,eta_ratio,seed,epochs_done,epochs_requested,best_test,final_test,final_train,collapsed,node,wallclock_min,provenance,dup_group,superseded,ep_to_85,ep_to_88,ep_to_90,plateau,ep_in_band_90,plateau5,auc,window_ok,complete
fa1-n1d-s3,4739709,Account1,ResNet18,CIFAR10,100,nodewise1d,SGDm,Lion,3e-4,1e-3,1,1,-25:-2.3026,,na,na,3,100,100,93.07,92.91,99.85,0,[HOST_6dc36997e3],53,env,,0,23,30,37,92.737,12,92.772,86.349,1,1
cc1-n1d-s3,4715635,Account1,ResNet18,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,3,100,100,93.25,92.83,99.25,0,[HOST_b9efa05339],57,env,,0,30,40,47,92.431,21,92.962,84.531,1,1
hz3-n1d-s4,4782025,Account1,ResNet18,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-30:9.0,,na,na,4,300,300,93.68,93.02,99.92,0,[HOST_a46179829a],334,env,,0,27,34,49,93.133,19,93.13,90.286,1,1
fa1-n1d-s4,4739713,Account1,ResNet18,CIFAR10,100,nodewise1d,SGDm,Lion,3e-4,1e-3,1,1,-25:-2.3026,,na,na,4,100,100,93.13,92.85,99.82,0,[HOST_fd0c0ddbe6],57,env,,0,22,27,35,92.758,14,92.984,86.446,1,1
cc1-n1d-s4,4715639,Account1,ResNet18,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,4,100,100,93.05,93.05,99.13,0,[HOST_fd0c0ddbe6],58,env,,0,27,40,51,92.21,20,92.674,84.48,1,1
fa1-n1d-s5,4739717,Account1,ResNet18,CIFAR10,100,nodewise1d,SGDm,Lion,3e-4,1e-3,1,1,-25:-2.3026,,na,na,5,100,100,93.2,93.03,99.86,0,[HOST_06f76743f2],54,env,,0,22,29,36,92.937,12,92.974,86.625,1,1
hz3-n1d-s5,4814294,Account1,ResNet18,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,5,300,300,93.47,93.31,99.93,0,[HOST_af5f3a3791],149,env,,0,28,36,50,93.125,13,93.156,90.321,1,1
hz3q-n1d-s5,4864634,Account1,ResNet18,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-30:9.0,,na,na,5,300,300,93.56,93.25,99.91,0,[HOST_f0845cc956],151,env,,0,27,36,47,93.129,17,93.164,90.376,1,1
cc1-n1d-s5,4715643,Account1,ResNet18,CIFAR10,100,nodewise1d,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,5,100,100,93.03,93.03,98.89,0,[HOST_06f76743f2],57,env,,0,25,36,47,92.448,17,92.482,84.732,1,1
pp1-perm-s0,4709478,Account1,ResNet18,CIFAR10,100,permnode0,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,92.51,92.26,98.33,0,[HOST_e223b82d71],52,env,,0,26,38,53,91.821,25,92.082,84.258,1,1
pp1-perm-s1,4709481,Account1,ResNet18,CIFAR10,100,permnode1,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,92.87,92.87,98.52,0,[HOST_2f2f29d9e1],52,env,,0,27,38,46,91.859,19,92.102,84.314,1,1
rp1-p101-s10,4849150,Account1,ResNet18,CIFAR10,100,permnode101,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,10,100,100,92.56,92.56,98.5,0,[HOST_e8d809bd94],52,env,,0,29,39,45,91.907,20,92.198,84.16,1,1
rp1-p101-s11,4849154,Account1,ResNet18,CIFAR10,100,permnode101,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,11,100,100,92.56,91.86,98.56,0,[HOST_b0a55dfb8c],52,env,,0,28,39,53,92.056,16,92.06,84.388,1,1
rp1-p101-s6,4849134,Account1,ResNet18,CIFAR10,100,permnode101,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,6,100,100,92.26,92.26,98.46,0,[HOST_b0a55dfb8c],52,env,,0,27,39,51,91.709,26,92.048,84.01,1,1
rp1-p101-s7,4849138,Account1,ResNet18,CIFAR10,100,permnode101,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,7,100,100,92.53,92.53,98.52,0,[HOST_2f2f29d9e1],52,env,,0,27,39,53,91.772,23,91.842,84.148,1,1
rp1-p101-s8,4849142,Account1,ResNet18,CIFAR10,100,permnode101,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,8,100,100,92.37,92.23,98.28,0,[HOST_bcfd0fc19c],52,env,,0,26,37,53,91.857,23,92.024,84.255,1,1
rp1-p101-s9,4849146,Account1,ResNet18,CIFAR10,100,permnode101,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,9,100,100,92.73,92.73,98.36,0,[HOST_668d417035],50,env,,0,28,36,46,91.778,20,92.146,84.161,1,1
pp1-perm-s2,4709484,Account1,ResNet18,CIFAR10,100,permnode2,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,2,100,100,92.51,91.56,98.4,0,[HOST_bcfd0fc19c],52,env,,0,27,43,51,91.873,19,91.824,84.296,1,1
rp1-p202-s10,4849151,Account1,ResNet18,CIFAR10,100,permnode202,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,10,100,100,92.58,92.51,98.65,0,[HOST_f0845cc956],52,env,,0,28,38,50,91.976,20,92.264,84.093,1,1
rp1-p202-s11,4849155,Account1,ResNet18,CIFAR10,100,permnode202,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,11,100,100,92.89,91.94,98.5,0,[HOST_e223b82d71],52,env,,0,27,40,47,91.948,24,91.948,84.384,1,1
rp1-p202-s6,4849135,Account1,ResNet18,CIFAR10,100,permnode202,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,6,100,100,92.57,91.53,98.31,0,[HOST_bcfd0fc19c],52,env,,0,30,39,50,91.859,20,91.894,83.973,1,1
rp1-p202-s7,4849139,Account1,ResNet18,CIFAR10,100,permnode202,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,7,100,100,92.25,91.8,98.54,0,[HOST_2f2f29d9e1],52,env,,0,30,37,48,91.718,25,91.884,84.138,1,1
rp1-p202-s8,4849143,Account1,ResNet18,CIFAR10,100,permnode202,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,8,100,100,92.52,92.31,98.42,0,[HOST_bcfd0fc19c],52,env,,0,26,37,49,91.895,23,92.174,84.395,1,1
rp1-p202-s9,4849147,Account1,ResNet18,CIFAR10,100,permnode202,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,9,100,100,92.54,92.54,98.49,0,[HOST_e8d809bd94],52,env,,0,29,40,55,91.704,27,92.014,84.111,1,1
rp1-p303-s10,4849152,Account1,ResNet18,CIFAR10,100,permnode303,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,10,100,100,92.91,92.91,98.38,0,[HOST_e223b82d71],52,env,,0,28,37,50,91.952,24,92.142,84.014,1,1
rp1-p303-s11,4849156,Account1,ResNet18,CIFAR10,100,permnode303,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,11,100,100,92.43,91.58,98.47,0,[HOST_2f2f29d9e1],52,env,,0,32,40,50,91.833,18,92.062,84.353,1,1
rp1-p303-s6,4849136,Account1,ResNet18,CIFAR10,100,permnode303,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,6,100,100,92.71,92.71,98.61,0,[HOST_b0a55dfb8c],52,env,,0,30,39,52,91.904,21,92.162,83.972,1,1
rp1-p303-s7,4849140,Account1,ResNet18,CIFAR10,100,permnode303,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,7,100,100,92.29,92.29,98.42,0,[HOST_03eb56b6d1],52,env,,0,30,39,54,91.593,22,91.864,84.173,1,1
rp1-p303-s8,4849144,Account1,ResNet18,CIFAR10,100,permnode303,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,8,100,100,92.69,92.19,98.54,0,[HOST_bcfd0fc19c],52,env,,0,30,34,49,91.958,21,92.164,84.352,1,1
rp1-p303-s9,4849148,Account1,ResNet18,CIFAR10,100,permnode303,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,9,100,100,92.29,92.17,98.37,0,[HOST_03eb56b6d1],52,env,,0,28,43,50,91.838,24,91.96,84.085,1,1
a0h-blk6-1e3_s0,4680882,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.83,91.69,99.22,0,[HOST_2739ecbbce],84,env,,0,14,21,26,91.633,23,91.68,87.47,1,1
g1_sgdm_blk6_s0,4679154,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,100,100,91.59,91.5,99.07,0,[HOST_e8d809bd94],42,inferred,,0,31,35,41,91.346,24,91.434,78.062,1,1
rs-blk6-1e4-s0,4700400,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,92.97,92.39,99.53,0,[HOST_03eb56b6d1],42,env,,0,24,32,41,92.621,10,92.708,85.263,1,1
sc-ResNet18-blk6-s0,4683087,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.69,91.31,99.04,0,[HOST_f0845cc956],42,env,,0,30,35,44,91.305,36,91.484,77.954,1,1
h2-blk6_s0,4680781,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.17,91.86,99.41,0,[HOST_e8d809bd94],42,env,h2-blocks-shrink0.1-s0,0,32,41,53,91.77,23,91.952,77.401,1,1
rs-blk6-1e3-s0,4700402,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.82,91.67,99.3,0,[HOST_2f2f29d9e1],42,env,,0,15,21,26,91.609,21,91.63,87.515,1,1
h2-b-L0p1_s0,4680680,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,0,100,100,92.16,91.86,99.39,0,[HOST_bcfd0fc19c],42,env,h2-blocks-shrink0.1-s0,0,32,38,54,91.891,16,92.022,77.499,1,1
a0L-blk6-1e6_s0,4680946,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.73,91.58,99.09,0,[HOST_7b4dd78541],42,env,,0,29,38,41,91.433,26,91.438,78.103,1,1
a0h-blk6-1e4_s0,4680884,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,91.77,91.64,99.2,0,[HOST_2739ecbbce],85,env,,0,20,28,33,91.499,22,91.578,84.783,1,1
n1-blk6-L1p0_s0,4681032,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,0,100,100,92.15,91.54,99.36,0,[HOST_03eb56b6d1],42,env,,0,31,38,48,91.811,20,91.854,77.57,1,1
p7-r18-blk6-s0,4685312,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,87.76,87.76,90.28,0,[HOST_e8d809bd94],8,env,,0,16,,,73.459,0,86.646,73.459,0,1
kb-c10-r02-s0,4685582,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0.2,0,100,100,92.11,91.59,99.52,0,[HOST_b0a55dfb8c],42,env,,0,17,25,34,91.811,13,91.864,87.161,1,1
mx_sig_resnet18_blocks_s0,4682856,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.68,91.68,99.05,0,[HOST_fd0c0ddbe6],43,env,,0,29,35,42,91.366,27,91.506,78.014,1,1
a0h-blk6-1e6_s0,4680886,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.76,91.76,99.07,0,[HOST_3c1b003035],87,env,,0,29,35,42,91.39,24,91.594,78.027,1,1
adg-b-r003_s0,4681163,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.03,0,100,100,92.32,91.88,99.48,0,[HOST_2f2f29d9e1],42,env,,0,31,38,49,91.895,19,92.076,77.639,1,1
a0L-blk6-1e4_s0,4680942,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,91.78,91.67,99.22,0,[HOST_e8d809bd94],42,env,,0,20,27,33,91.547,24,91.664,84.835,1,1
rs-blk6-3e4-s0,4700401,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,92.12,91.9,99.48,0,[HOST_f0845cc956],42,env,,0,19,26,33,91.939,13,92.02,86.411,1,1
rs-blk6-3e3-s0,4700403,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,3e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.6,91.52,99.24,0,[HOST_f0845cc956],42,env,,0,14,20,26,91.375,29,91.406,88.014,1,1
p3-blk6-L1p0,4681083,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,86.79,86.79,88.86,0,[HOST_e8d809bd94],8,env,,0,17,,,71.109,0,85.652,71.109,0,1
kb-c10-r0-s0,4685564,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0,0,100,100,92.38,92.1,99.65,0,[HOST_03eb56b6d1],42,env,,0,17,26,37,92.136,14,92.176,87.072,1,1
g3_sgdmAdam_blk6_s0,4679439,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,0,100,100,90.89,90.61,99.02,0,[HOST_bcfd0fc19c],42,inferred,,0,15,20,39,90.671,76,90.704,87.043,1,1
kb-c10-r007-s0,4685576,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0.07,0,100,100,92.18,91.97,99.61,0,[HOST_b0a55dfb8c],42,env,,0,17,26,32,91.956,16,92.058,87.135,1,1
rs-blk6-3e5-s0,4700399,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,3e-5,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,92.08,91.77,97.65,0,[HOST_2f2f29d9e1],42,env,,0,29,41,51,91.432,28,91.36,83.358,1,1
kb-c10-r003-s0,4685570,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0.03,0,100,100,92.52,92.17,99.69,0,[HOST_3c1b003035],86,env,,0,18,26,31,92.249,14,92.316,87.179,1,1
a0L-blk6-1e3_s0,4680938,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.85,91.72,99.3,0,[HOST_bcfd0fc19c],42,env,,0,15,21,29,91.643,22,91.73,87.555,1,1
gate0d_blk6_s0,4653443,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,0,100,100,91.75,91.71,99.08,0,[HOST_3c1b003035],85,inferred,,0,29,35,42,91.475,28,91.63,78.06,1,1
adg-b-r01_s0,4681164,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,0,100,100,92.01,91.35,99.37,0,[HOST_e8d809bd94],42,env,,0,32,41,48,91.611,19,91.692,77.601,1,1
at1-blk6-s0,4708200,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,92.75,92.25,99.57,0,[HOST_2f2f29d9e1],44,env,,0,24,32,42,92.48,13,92.58,85.15,1,1
a0A-blk6-1e3_s0,4680899,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,100,100,91.5,91.21,99.1,0,[HOST_3c1b003035],84,env,,0,14,18,30,91.266,44,91.29,88.197,1,1
ml5-blk6-m2-s0,4702089,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-2,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,88.47,88.47,91.22,0,[HOST_e8d809bd94],10,env,,0,15,20,,76.925,0,87.806,76.925,0,1
a0A-blk6-1e4_s0,4680903,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-4,1,1,-15:-2.3026,,na,na,0,100,100,91.42,91.22,99.16,0,[HOST_3c1b003035],85,env,,0,13,19,29,91.216,44,91.224,87.953,1,1
a0A-blk6-1e6_s0,4680915,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.3,90.92,99.04,0,[HOST_3c1b003035],85,env,,0,15,20,31,90.915,75,90.968,87.34,1,1
gp-blk6-r02-s0,4685233,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.2,0,100,100,91.6,91.58,99.37,0,[HOST_2739ecbbce],85,env,,0,31,38,48,91.439,19,91.482,77.663,1,1
fz-blk6-a6-s0,4687490,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,20,20,13.7,13.7,13.8,0,[HOST_f0845cc956],8,env,,0,,,,13.266,0,13.512,13.266,0,1
g4-sgdmAdam-blk6_s0,4680741,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.06,90.83,99.05,0,[HOST_2f2f29d9e1],42,env,,0,15,19,33,90.786,76,90.876,87.249,1,1
g4-sgdmLion-blk6_s0,4680739,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,0,100,100,91.82,91.73,99.06,0,[HOST_3c1b003035],85,env,,0,29,35,42,91.528,21,91.656,78.112,1,1
gp-blk6-r006-s0,4685230,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.06,0,100,100,91.84,91.46,99.44,0,[HOST_8d6ba568b8],84,env,,0,32,38,50,91.49,24,91.654,77.471,1,1
fr5-blk6-a3-s0,4701809,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,87.01,87.01,90.53,0,[HOST_e8d809bd94],8,env,,0,15,,,73.415,0,86.326,73.415,0,1
p2-blk6-L1p0,4681048,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,0,20,20,68.45,68.45,66.63,0,[HOST_03eb56b6d1],8,env,,0,,,,31.782,0,59.188,31.782,0,1
ml5-blk6-m3-s0,4702086,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,87.24,87.24,90.57,0,[HOST_e8d809bd94],10,env,,0,15,,,73.383,0,86.454,73.383,0,1
fz-blk6-a3-s0,4687489,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,76.14,76.14,77.22,0,[HOST_f0845cc956],8,env,,0,,,,59.808,0,73.176,59.808,0,1
ml5-blk6-m4-s0,4702083,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,82.12,82.12,82.71,0,[HOST_3c1b003035],19,env,,0,,,,63.223,0,79.644,63.223,0,1
p5-blk6-a3-s0,4700704,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,fixed,1e-3,1e-3,1,1,-15:-2.3026,,na,na,0,20,20,75.95,74.59,77.47,0,[HOST_33a7663c70],18,env,,0,,,,60.009,0,73.542,60.009,0,1
gp-blk6-r1-s0,4685236,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,1,0,100,100,92.04,91.88,99.1,0,[HOST_8d6ba568b8],84,env,,0,30,36,44,91.746,16,91.786,78.213,1,1
gp-blk6-r0-s0,4685227,Account2,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0,0,100,100,92.04,91.77,99.39,0,[HOST_2739ecbbce],84,env,,0,31,41,49,91.655,18,91.748,77.448,1,1
rs-blk6-3e4-s1,4700411,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,3e-4,1e-3,1,1,-15:-2.3026,,na,na,1,59,100,91.53,91.01,98.46,0,[HOST_3c1b003035],,env,,0,21,26,33,91.123,16,91.328,82.636,1,0
rs-blk6-3e3-s1,4700413,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,3e-3,1e-3,1,1,-15:-2.3026,,na,na,1,44,100,90.52,90.47,96.76,0,[HOST_3c1b003035],,env,,0,15,21,33,90.09,22,90.43,83.4,1,0
kb-c10-r0-s1,4685566,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0,1,100,100,92.47,92.45,99.73,0,[HOST_b0a55dfb8c],42,env,,0,17,25,36,92.255,19,92.396,87.064,1,1
gate0d_blk6_s1,4653444,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,1,100,100,91.51,91.14,99.05,0,[HOST_2f2f29d9e1],43,inferred,,0,31,37,45,91.29,28,91.362,77.817,1,1
at1-blk6-s1,4708201,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,92.65,92.48,99.59,0,[HOST_220cfa1024],42,env,,0,26,35,44,92.424,12,92.388,85.066,1,1
a0L-blk6-1e6_s1,4680958,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.79,91.27,99.08,0,[HOST_b0a55dfb8c],42,env,,0,29,36,46,91.459,22,91.58,77.835,1,1
kb-c10-r003-s1,4685572,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,additive,0,0.03,1,100,100,92.02,91.84,99.69,0,[HOST_e8d809bd94],42,env,,0,17,25,36,91.778,23,91.808,86.856,1,1
a0h-blk6-1e4_s1,4680885,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-4,1,1,-15:-2.3026,,na,na,1,100,100,91.66,91.62,99.24,0,[HOST_3c1b003035],86,env,,0,21,28,37,91.453,26,91.578,84.796,1,1
h2-blk6_s1,4680786,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.12,91.79,99.4,0,[HOST_7b4dd78541],42,env,h2-blocks-shrink0.1-s1,0,30,40,50,91.753,22,91.706,77.32,1,1
rs-blk6-1e4-s1,4700410,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-4,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,92.86,92.68,99.6,0,[HOST_2f2f29d9e1],42,env,,0,25,34,41,92.54,12,92.596,85.202,1,1
rs-blk6-1e3-s1,4700412,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,60,100,91.13,91.13,98.03,0,[HOST_3c1b003035],,env,,0,16,22,31,90.734,31,90.984,84.373,1,0
g3_sgdmAdam_blk6_s1,4679440,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Adam,1e-3,1e-6,1,?,none,,na,na,1,100,100,90.8,90.72,99.08,0,[HOST_2f2f29d9e1],41,inferred,,0,16,21,47,90.568,70,90.704,86.814,1,1
a0h-blk6-1e3_s1,4680883,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,100,100,91.7,91.66,99.22,0,[HOST_8d6ba568b8],85,env,,0,16,23,31,91.492,27,91.572,87.296,1,1
h2-b-L0p1_s1,4680687,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,0.1,na,1,100,100,92.21,91.81,99.4,0,[HOST_bcfd0fc19c],42,env,h2-blocks-shrink0.1-s1,0,30,40,50,91.793,18,91.804,77.344,1,1
sc-ResNet18-blk6-s1,4683091,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,,na,na,1,100,100,91.88,91.68,99.08,0,[HOST_bcfd0fc19c],42,env,,0,29,37,41,91.533,23,91.666,77.897,1,1
adg-b-r01_s1,4681168,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,additive,na,0.1,1,100,100,91.91,91.88,99.45,0,[HOST_b0a55dfb8c],42,env,,0,29,40,47,91.627,19,91.848,77.508,1,1
g1_sgdm_blk6_s1,4679155,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,?,none,,na,na,1,100,100,91.54,91.28,99.01,0,[HOST_e8d809bd94],42,inferred,,0,29,37,43,91.35,25,91.352,77.8,1,1
n1-blk6-L1p0_s1,4681036,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-6,1,1,-15:-2.3026,shrink,1.0,na,1,100,100,92.13,91.71,99.4,0,[HOST_7b4dd78541],41,env,,0,30,40,50,91.74,19,91.732,77.314,1,1
p7-r18-blk6-s1,4685316,Account1,ResNet18,CIFAR10,100,resnet18_blocks,SGDm,Lion,1e-3,1e-3,1,1,-15:-2.3026,,na,na,1,20,20,87.27,87.27,89.94,0,[HOST_e8d809bd94],8,env,,0,16,,,73.045,0,85.698,73.045,0,1
