cell,run,seed,test_plateau5_pct,raw_plateau5_pct,raw_log,raw_log_sha256
cru1-sc-m1e-4-a1e-6,cru1-sc-m1e-4-a1e-6-s16,16,10.288,10.288,cru1-sc-m1e-4-a1e-6-s16-4920476.out,c38804c18c4e8fdf3292f0fcf0505eb363c10c7315b17bf53154ecbae4ab8173
cru1-sc-m1e-4-a1e-6,cru1-sc-m1e-4-a1e-6-s17,17,10.588,10.588,cru1-sc-m1e-4-a1e-6-s17-4920496.out,6272a2dc0b780ef25f83fa1eb649a2162655a42e5dadfce2bf42c9c6dae79cb6
cru1-sc-m1e-5-a1e-3,cru1-sc-m1e-5-a1e-3-s15,15,24.854,24.854,cru1-sc-m1e-5-a1e-3-s15-4920444.out,74db6aff1abc2768eb177d7fbf0a0eb87725878e81d8630b50edc1e093c352be
cru1-sc-m1e-5-a1e-3,cru1-sc-m1e-5-a1e-3-s16,16,24.088,24.088,cru1-sc-m1e-5-a1e-3-s16-4920464.out,695f5542a8e1aecf0a0118560fa3cf36890259b77d48c2d834aee986d1bd1232
cru1-sc-m1e-5-a1e-3,cru1-sc-m1e-5-a1e-3-s17,17,25.202,25.202,cru1-sc-m1e-5-a1e-3-s17-4920484.out,c179d11fc254ca5b0808cc0e15073bbc987a5627ea1240054193c5a2b780ea5b
cru1-sc-m3e-3-a1e-3,cru1-sc-m3e-3-a1e-3-s15,15,16.592,16.592,cru1-sc-m3e-3-a1e-3-s15-4920454.out,67fd4f753d2473335cea77dc6e2b38a64ad33404e28bac1accd9dc1a2dfe8fcc
cru1-sc-m3e-3-a1e-3,cru1-sc-m3e-3-a1e-3-s16,16,16.334,16.334,cru1-sc-m3e-3-a1e-3-s16-4920474.out,d564c196e4c1a1913c0d615b20842b3f7d3bffb56cc3d186dfdcf6a95e0b3b09
cru1-sc-m3e-3-a1e-3,cru1-sc-m3e-3-a1e-3-s17,17,16.138,16.138,cru1-sc-m3e-3-a1e-3-s17-4920494.out,188616295c35d8387af7ca73a89d5303837131f8d90e6be1d01e5b13408b4e29
cru1-sc-m3e-3-a1e-6,cru1-sc-m3e-3-a1e-6-s15,15,17.096,17.096,cru1-sc-m3e-3-a1e-6-s15-4920462.out,879760f1df2c6b88a2155aceed1f081fb0494afdc774914171ad27e6d6aaa0a7
cru1-sc-m3e-3-a1e-6,cru1-sc-m3e-3-a1e-6-s16,16,16.848,16.848,cru1-sc-m3e-3-a1e-6-s16-4920482.out,0e58b6dd9561d95674f1d7d6c4276976a417b24b26123fe1b4b184ec8e308e0b
cru1-sc-m3e-3-a1e-6,cru1-sc-m3e-3-a1e-6-s17,17,16.482,16.482,cru1-sc-m3e-3-a1e-6-s17-4920502.out,82a9bf04b4c2820d861ab0822c572689ab38cba7bbdaa71ca42b8f0248e5de47
cru1-sc-m3e-4-a1e-3,cru1-sc-m3e-4-a1e-3-s15,15,29.954,29.954,cru1-sc-m3e-4-a1e-3-s15-4920450.out,da39f5968db0e6ec506a250bcbcbb51957fe6c28a64dd0d20782dc57ee634533
cru1-sc-m3e-4-a1e-3,cru1-sc-m3e-4-a1e-3-s16,16,29.904,29.904,cru1-sc-m3e-4-a1e-3-s16-4920470.out,0aa2ab8f0a028d1c9c7a51d5a4f23122dea0e02f039e56d58a9bd615335543af
cru1-sc-m3e-4-a1e-3,cru1-sc-m3e-4-a1e-3-s17,17,29.488,29.488,cru1-sc-m3e-4-a1e-3-s17-4920490.out,d9b0d676a3374e3316a0d475dcd64be38f51164536d95ad3f48686ae41b83d69
cru1-sc-m3e-4-a1e-6,cru1-sc-m3e-4-a1e-6-s15,15,28.61,28.61,cru1-sc-m3e-4-a1e-6-s15-4920458.out,8f53ff4862d0fe38bac22dcdc5c84a350bd435d78108dd381f2bef17c93dfd9c
cru1-sc-m3e-4-a1e-6,cru1-sc-m3e-4-a1e-6-s16,16,29.106,29.106,cru1-sc-m3e-4-a1e-6-s16-4920478.out,d5925dc0bebb6d4e0a84cb8ee37d1e560fd76ef695f0b4905176e8520867f90f
cru1-sc-m3e-4-a1e-6,cru1-sc-m3e-4-a1e-6-s17,17,28.186,28.186,cru1-sc-m3e-4-a1e-6-s17-4920498.out,24a9cb7089f32097dfd227ee83d43761e8cf05a3fa28e1afe6225c696aad945f
cru1-sc-m3e-5-a1e-3,cru1-sc-m3e-5-a1e-3-s15,15,28.972,28.972,cru1-sc-m3e-5-a1e-3-s15-4920446.out,e1558e9cd2af6936a821a691147de4ebc3be3d646e105f93fb6d51654b61eee1
cru1-sc-m3e-5-a1e-3,cru1-sc-m3e-5-a1e-3-s16,16,29.356,29.356,cru1-sc-m3e-5-a1e-3-s16-4920466.out,00bd15a0ef912aec7e89afa24d72bb2a115e79b4972335c2f15184090f8e3dd5
cru1-sc-m3e-5-a1e-3,cru1-sc-m3e-5-a1e-3-s17,17,28.524,28.524,cru1-sc-m3e-5-a1e-3-s17-4920486.out,c14a9ffdb33fc76de422ed2e85810839aa13472f871fda81d908055f0fc4d28a
tn1-c10lay,tn1-c10lay-s0,0,91.098,91.098,tn1-c10lay-s0-4887067.out,ce47027ed97f2f7226bb3c412981afd94d506583661dd9c49b61f26516beec75
tn1-c10lay,tn1-c10lay-s1,1,90.944,90.944,tn1-c10lay-s1-4887071.out,b52f7688d63d5b12ddc16e9d9818d34935dffc2d744d84acf8ef5fd7dc4a2eeb
tn1-c10lay,tn1-c10lay-s2,2,90.976,90.976,tn1-c10lay-s2-4887075.out,4735cecd867fdc86f058f1a7636bc9a7e4d942b9dadea0e7abcbef30b951d1d6
tn1-lay,tn1-lay-s0,0,50.766,50.766,tn1-lay-s0-4887065.out,387b991da45ba98f353b85301e91c199aa50020461ecbc872e720de9c8bfcc70
tn1-lay,tn1-lay-s1,1,50.658,50.658,tn1-lay-s1-4887069.out,53f0bb86571e61a18dc1021584d06d5d2103178578a32ffa76692513f695c5c7
tn1-lay,tn1-lay-s2,2,51.08,51.08,tn1-lay-s2-4887073.out,b4b01bc85c6bfc41f851566bfb3e4b976e535467d6b8bdb3fe258e527feb9b64
tn1-node,tn1-node-s0,0,52.884,52.884,tn1-node-s0-4887066.out,7e6f074cb9c9fc1a0286eab2de64d4b6976625fa45d4dae885986ce8f5eef5cd
tn1-node,tn1-node-s1,1,53.37,53.37,tn1-node-s1-4887070.out,3e237f80624c938252a1a13c663512861103c49b5dda5a938a2c8953cc5d489d
tn1-node,tn1-node-s2,2,53.154,53.154,tn1-node-s2-4887074.out,ff92f8f581b75092659f5e5fe90582f5b27b2c94a1fbf368aa7060281664899c
tn1-scal,tn1-scal-s0,0,9.936,9.936,tn1-scal-s0-4887064.out,cedcac635ed9dc7bd285ac2e0cbba83b0d68d4b4e9e306e9ab3729ea8579616e
tn1-scal,tn1-scal-s1,1,9.872,9.872,tn1-scal-s1-4887068.out,a03a0f5f0933550ba4b2b810732afe47636ad01b997894f592b791435fd8ebae
tn1-scal,tn1-scal-s2,2,9.77,9.77,tn1-scal-s2-4887072.out,55f3bdd27f1e1df7f42f3d7b95e6e4974ff225bc6baa661b10c7c50bdafe5b55
cvg1-k01,cvg1-k01-s31,31,35.614,35.614,cvg1-k01-s31-4929673.out,a63c4cd9b6562752c959cb44f2f08927bd3c3208b50c794381d104984ab6b1ae
cvg1-k01,cvg1-k01-s32,32,34.938,34.938,cvg1-k01-s32-4929675.out,ad680f6c6ee4169b03781e689e3e9f48364ac6be0f47bd8b8b0503e2c52edcdf
cvg1-k01,cvg1-k01-s33,33,34.5,34.5,cvg1-k01-s33-4929677.out,d7fd0849428abcaed42133d32ef62a3b94b1dc255ed9ab99996869ea1f7084ba
cvg1-kL,cvg1-kL-s31,31,66.238,66.238,cvg1-kL-s31-4929674.out,71258453325238f6da0bcbbd7d673839afec38a90bbddc6da1afdd868b545a44
cvg1-kL,cvg1-kL-s32,32,66.376,66.376,cvg1-kL-s32-4929676.out,4191bd74699b0fffa054e6bd5744ad497751f7c69d165b8c15623dfd44b65ab0
cvg1-kL,cvg1-kL-s33,33,66.244,66.244,cvg1-kL-s33-4929678.out,b162279c1bb885ee76ebc91cb3fa04999b23498792dc4f9b51759a46f5a41525
